codigo_erp,referencia,categoria_gestion,subcategoria_1_gestion,subcategoria_2_gestion,descripcion_guia,clasificacion_py,equivalencia_py,peso_neto
052990004,12222999,,,,DOG CHOW ABRAZZOS INT JUNIORX300GX18U BONIF,,,
1337016B06,301653,,,,BONIF BON BRIL INOX PLATEADA E.INDX1U,,,
00.00.01.007,00.00.01.007,,,,GASTOS DE REPRESENTACION,,,
029068110,61020304,,,,(13%) MM SUAVITEL NATURALSX160MLX56U,,,
018715902,450103156,,,,GUANTE ETERNA BAÑO CLASICOS C18  9X144U BONIF,,,
2801050A00,12592598,,,,FELIX ADUL TRIPLE DELICI MAR POUCH 24UX85GR,,,
074010011,K013,,,,TAT -P3 LL4  KETCHUP HEINZ PET 567G 20.OZ,,,
2831043B01,12514098,,,,PG 12 LL 15  FANCY FEAST KISS ATUN X40GR,,,
075205018,02030505,,,,HARINA AREPA REPA BLANCA 1000GRX20U - MAY,,,
003012,900,,,,CANELONES ESPECIALIDADES X250GRX24UN,,,
074021902,3000,,,,(*) MAYONESA HEINZ 200GX24U BONIF,,,
071070,90115,,,,DURAFEX ESPALDA X1DPX36CAP LIQ,,,
052910010,20970,,,,EXPRIMIDOR WINDMERE JA200,,,
1601017A00,310005392,,,,FRUWI POTEX6DX200U,,,
073031,1003024,,,,PIMIENTA NEGRA MOLIDA BADIA 14.2GRX12U,,,
029468018,61020085-12,,,,(8%) TAT CEP PREMIER CLEAN HANGING MATTX12RX12U,,,
071046,162825,,,,NORAVER GRIPA FAST TOTAL CAP P10 LL12,,,
044073011,00022,,,,P10 LL11 CJS PAPEL ALUMINIO TUC DOMESX100MT,,,
029220116,029220116,,,,PPACK TAT - P13 LL14  PROTEX SURTIDO 120G,,,
074003012,1202,,,,COLADO MELOCOTON HEINZ FLEX 113GX24U,,,
029109044,CO02075A,,,,AXION CREMA PODER/PLASTX850GRX12U,,,
0103001B09,61000953,,,,(PE CAJA) AXION DISCO LIMON X130GX72U,,,
029403022,CO01606A,,,,(6.2%) CDC TRIPLE ACCIONX60MLX144U,,,
071013001,701644,,,,VITA C+ZINC MK TBMT TUTTIX500MGX1DPX50U,,,
029109070,029109070,,,,PPACK MM - 12  AXION CREMAX850G GTS 04 AXION 720ML,,,
70.18.01.007,70.18.01.007,,,,ETIQUETA LECHE CONDESADA JARRA *5000GR,,,
029068152,61020298,,,,(10%) SUAVITEL FRESA&CHOCO X180MLX56U,,,
70.22.01.009,70.22.01.009,,,,ETIQUETA QUESO DOBLE CREMA BLOQUE 240GR - CALDEFLEXO,,,
029417,BR02605B,,,,CDC SENSIT PRO ALIVIO REAL WHITEX110MLX12U,,,
4001005B13,81000005,,,,SUP PG 12 LL 13 SUPREMO MULTIUSOS 200GR,,,
052999040,052999040,,,,ACTIVACION PS FEBRERO 2022,,,
029396004,CO01126A,,,,2 DES LSS AERO ACLAR PERF VIT EX100GRX12U,,,
029109077,029109077,,,,PPACK MM - 03 AXION CREMAX850G GTS 01 AXION 720ML,,,
052950013,052950013,,,,CONCURSO FDV IRON MAN FEBRERO - MARZO,,,
052013001,12283576,,,,CAT CHOW GATITOSX500GRX4OF P2 LL3,,,
001106004,43298,,,,NOSOTRAS DIARIOS E.I. T/EXHIBX16TX6X5U,,,
1316037A00,645780,,,,ALCOHOL GEL MK 300MLX1U,,,
70.11.08.002,70.11.08.002,,,,ETIQUETA  GLASSES 1000 PIÑA,,,
13.05.01.003,13.05.01.003,,,,N/A,,,
044924,044924,,,,VASOS OPAL TUCX7OZX60PX50U BONIF (P5 LL7),,,
3107033A00,3107033A00,,,,GOMAS PLAY TROLLI MONERIASX6DX50U,,,
074010007,2000,,,,KETCHUP HEINZ PET 397G+MAYO KRAFT 443G P.EX6OF,,,
60.01.04.086,60.01.04.086,,,,BOLSA ESTAMPADA BBQ 200 NONA PEPA ALICO,,,
70.03.01.005,70.03.01.005,,,,ETIQUETA DULCE DE PIÑA 4000 AMBIENTE GRAF,,,
003010,103,,,,GUARGUERON NAPOLI X250GRX25UN,,,
071280903,502148,,,,BONIF TOALLAS DESINF CLOROX EXPERT FRESCOX40DPX1U,,,
071400062,071400062,,,,TAT P24 LL 27 LIMPIDO REGULAR 460 ML,,,
052999086,052999086,,,,EXHIBIDOR PROPLAN MUEBLE PISO,,,
3303062B01,3303062B01,,,,BONIF HERSHEY CHOCOLATE 43GRX1U,,,
019020005,019020005,,,,PPK  TAT (2 PIN PO FRESA+1 PIN.PO FRUTALES) GTS 12 UN FRESA MUNDIAL,,,
70.09.05.003,70.09.05.003,,,,ETIQUETA ACEITE 1000 SOYA OLEO DIA,,,
60.01.04.067,60.01.04.067,,,,BOLSA/ COIMPRESION MOVIL X3 *300G  NONA PEPA ALICO D04963,,,
4001013B03,4001013B03,,,,TAT PG 6 LL 7  SUPREMO  BEBE 180GR,,,
2840005A00,12273311,,,,PRO PLAN VET/DIET CANINE UR 12UX13.3OZ,,,
2813273A00,12402369,,,,DOG CHOW ADU 7+ LONGEVIDADXLIFE 2KGX6U,,,
029186,CO02056A,,,,FABULOSO ALT CLORO F/AMANECER DPX200CCX72U,,,
3190001B07,3190001B07,,,,CLICK FRESA+FERXXO+ENLLAMATE+FRUNA COLOR GTS PIN FERXXO GTS PIN SURT,,,
4301005A00,1200,,,,COLADO MANZANA HEINZ FLEX 113GX24U,,,
069005002,4260,,,,P.E DETERGENTE AS BICARB+JAB REY X125GRX96U,,,
60.07.01.003,60.07.01.003,,,,FOIL 115.6 BSFYP 90,,,
1001102A00,11405,,,,BARRA TOP COMBI FLORAL 230GX16PAQX3U,,,
16.05.01.003,16.05.01.003,,,,N/A,,,
90.01.01.022,90.01.01.022,,,,MANGUERA 1425GRS X 8UND,,,
071076001,92760,,,,DURAFEX MUSCULAR X1DPX6CAP LIQ P.E,,,
075205021,075205021,,,,3 HARINA AREPA 1KG+1 SARDIAN TOMATE 155GR 5%,,,
24.01.01.012,24.01.01.012,,,,COMBO  - CHARCUTERO BBQ -PIÑA-ROSADA-MAY PREM-TOM INS,,,
4301001A00,1001,,,,COLADO MANZANA HEINZ 113GX24U,,,
0029997,0029997,,,,CARRITO DE MERCADO COLGATE,,,
70.10.06.020,70.10.06.020,,,,ETIQUETA DE ACEITE DE SOYA NAPOLI 110 ML IDEAS BRILL,,,
052999011,052999011,,,,EXHIBIDOR CAT CHOW,,,
052998001,12116141,,,,ARENILLA TIDY CATSX4.5KGX4U BONIF,,,
13.04.02.003,13.04.02.003,,,,PIÑA 1000 G LA ECONOMICA NONA PEPA,,,
044086001,02600002,,,,PITILLOS DOMINGO BOLSA 26CMX20PX500U,,,
3304045B05,3304045B05,,,,TAT PG 6 FLIPS DULCE LECHE 120G GTS 1 FLIPS DULCE LECHE 120G,,,
0109030B06,61028406,,,,(10%) JABON PROTEX OMEGA 3 X110GX72U,,,
075206,02030576,,,,HARINA AREPA REPA BLANCA 1000G+100GRX20U,,,
029396023,FMX05756,,,,DES LSS AERO PROTECCION 5EN1X100GRX12U,,,
018771003,018771003,,,,PPACK 20% LIMPION LIMPIA YAX3U + PAÑO MICROFIBRAX3U,,,
029220085,CO01854A,,,,(11.70%) JABON PROTEX HERBAL X120GX72U,,,
60.01.01.025,60.01.01.025,,,,ENVASE GALON MAYONESA C/T,,,
4001010B03,81000075,,,,CB PG 12 LL 14 SUPREMO 300GR + 40GR GTS,,,
70.18.03.004,70.18.03.004,,,,ETIQUETA LECHE CONDESADA *500GR GRANNY,,,
052999084,052999084,,,,CANECA FELIX ,,,
052375,12376204,,,,PRO PLAN ADL SMALL BREED 6UX3KG,,,
029519021,BR03080A,,,,(TPR) ENJ BUCAL PLAX KIDS MINIONSX250MLX12U,,,
029406014,CO01906A,,,,(EMP) CDC TRIPLE ACCIONX75MLX24DX3U P.E,,,
029344002,CO01260A,,,,DES MSS COOL NIGHT PRACTIGELX30GX36U,,,
052418900,12345809,,,,PRO PLAN DELICATE STRUCTUREX3KGX6U BONIF,,,
052999079,052999079,,,,COMBO GATSY 17KG MAYO,,,
0413057B01,471000261,,,,TAT PG 6 LIMPIA VIDRIOS  500ML GTS 1 LAVALOZA LIQ LIMON 500ML,,,
052999063,052999063,,,,EXHIBIDOR PRO PLAN PEQ HUMEDOS,,,
70.06.01.003,70.06.01.003,,,,ETIQUETA BBQ 1000 CLASICA DOÑA PEPA,,,
70.05.02.001,70.05.02.001,,,,ETIQUETA MOSTAZA 250 CLASICA LA HUERTA,,,
26.01.01.004,26.01.01.004,,,,AREQUIPE ESPARCIBLE -REPOSTERIA 900GR NONA PEPA,,,
3437014B01,260103013,,,,5% P.E DULCE DE LECHE EDIC. NAVIDAD NONA PEPA 500GR X 12 UND,,,
60.03.02.009,60.03.02.009,,,,EMPAQUE RISTRA ACEITE SACHET 50 ML DOÑA PEPA SHALOM,,,
074020005,3001,,,,MAYONESA HEINZ P400 LL500GX24U  DCT 30%,,,
029177010,CO01982A,,,,FABULOSO ALT CLORO X2000CCX6U P.E,,,
078015001,114619,,,,* CAJA GASEOSA COCA COLA 1.5LTX12U,,,
075207002,02030509,,,,HARINA LA SOBERANA BLANCAX1000GR20U P.E,,,
60.03.04.062,60.03.04.062,,,,CAJA REF ME0671 CORRUGADO MAYONESA 3350 MLX 4UND,,,
078902,61006798*,,,,2 LSS TALC CREMAX9GRX24D,,,
70.10.01.009,70.10.01.009,,,,ETIQUETA ACEITE DE PALMA DOÑA PEPA 2000 ML,,,
240101038,240101038,,,,COMBO - TOMATE CLASICA 1000GR+MAYONESA PREMIUN 400GR NONA PEPA,,,
60.06.04.011,60.06.04.011,,,,ETIQUETA SELLOS DE ADVERTENCIA AZUCAR INDIVUDUAL 4.8X4.8,,,
4001015B03,81000332,,,,PG 3 SUPREMO COCO 180GR + 3 SUPREMO BEBE 180GR GTS 1 SUPREMO COCO 180GR,,,
11.07.01.002,11.07.01.002,,,,MAYONESA KARLA PREMIUN BAN 900 GR*6,,,
24.02.01.003,24.02.01.003,,,,COMBO 3- MAY AMERICANA 450G + TOM CLASICA 400 HUERTA,,,
052960010,052960010,,,,2 UR CANINE+2NFCANINE+4CAT NF+2UR CAT GTS2 CRITICAL NUTRITION,,,
016069051,016069051,,,,BIANCHI MULTIMARCA GTS 2 GUSANOS+2FRESA+LIMONADA,,,
2510005B11,02030505,,,,TAT PG 6 LL 7 HARINA AREPA REPA 1000KG,,,
0419013B03,472108074,,,,12 U LAVALOZA  450 GTS 4 LAVALO LIQ 180ML,,,
044073018,00019,,,,PAPEL ALUMINIO TUC DOMES REPTOX7MTSX30U P.E,,,
9925020A00,9925020A00,,,,BLANQUEADOR CLOROX PUREZA CITRICAX4UX3.8LT,,,
052900,CO01606A,,,,VISIBILIDAD MASCOVET,,,
0101021A00,61006264,,,,SUAVITEL ORQUIDEA LAVANDA X200MLX48U,,,
2813105A00,12230232,,,,DOG CHOW CACH. R/PEQX17KGX1BT,,,
0103120B07,CO02099A,,,,(14%) AXION CREMA CARBON 850GR X12U,,,
60.03.02.026,60.03.02.026,,,,EMPAQUE  SALSA ROSADA X8GNP ROLLOS,,,
1610137A00,310004481,,,,TRULULU SABORESX12DX90GR,,,
11.04.03.007,11.04.03.007,,,,MAYONESA 3700 G PREMIUM NONA PEPA TARRO,,,
074010902,K013,,,,KETCHUP HEINZ SQUEEZE PET 567G 20.OZX12U BONIF,,,
3190001B33,3190001B33,,,,TAT SONETTO RELL CHOCO/BLNCO + SONETTO RELL CHOCOLATE,,,
0419013B22,472108074,,,,TAT PG 6 LAVALOZA CREMA LIMON LIMPIA YA 450GR GTS 1 GUANTE LIMPIA YA NEGRO T7.5,,,
240101031,240101031,,,,COMBO - MARGARINA 600GR+ TOMATE CLASICA 250GR NONA PEPA,,,
11.16.01.001,11.16.01.001,,,,MAYONESA JP 3350 GR,,,
075200007,02030507,,,,P.E HARINA AREPA REPA BLANCA 500GRX24U,,,
70.06.08.001,70.06.08.001,,,,ETIQUETA BBQ 4000 GR GRANNY,,,
80.01.03.015,80.01.03.015,,,,YOGURT CON TROZOZ FRESA VASO 150,,,
70.10.06.002,70.10.06.002,,,,ETIQUETA DE ACEITE DE SOYA NAPOLI 250 ML,,,
0109155B02,CO01882A,,,,(20%) JAB.PALM AVENA&AZUCARX120GRX24DPX3U,,,
2210018B03,190901001,,,,3% P.E ACEITE SOYA NAPOLI 110MLX24U,,,
029220021,P30 LL34,,,,PPACK TAT - P15 LL17  PROTEX SURTIDO 120G,,,
071080913,80046,,,,DES YODORA CREMA TUBOX12G BONIF,,,
003913,1010022965,,,,ACEITE NAPOLI ORUJO OLIVA PETX1000MLX12U BONIF,,,
003602900,003602900,,,,BONIF AREQUIPE GRANNY ESPARCIBLE TAZA 500GRX12U,,,
052910007,25709,,,,TV 23 LED KALLEY,,,
052065017,12400023,,,,(10%) DOG CHOW ADU. CONTROL PESO XLIFE 8KGX1U,,,
029178017,61003705,,,,FABULOSO ALT CLORO F/AMANECER DPKX1500CCX8U,,,
2210015B03,190101010,,,,3% P.E ACEITE DE PALMA NAPOLI 20LTX1U,,,
1307001A00,90696,,,,IBUFLASH MK  MIGRANX1DPX8CAP,,,
029185025,029185025,,,,PPK 14 TAT- P11 LL13 FABULOSO DPACKX200CC + 03 SACHET 40ML,,,
029220039,61009795,,,,JABON PROTEX DUO PROTECT X120GX72U,,,
80.01.03.008,80.01.03.008,,,,PARMALAT CEREAL FRESA 132 GR,,,
60.01.04.028,60.01.04.028,,,,BOLSA ESTAMPADA TOMATE CLASICA 500 LA HUERTA ALICO,,,
029979,CO01444A,,,,SUAVITEL MANZ F/ROJOX430MLX24U BONIF (P5 LL6),,,
70.06.06.001,70.06.06.001,,,,ETIQUETA BBQ LA ECONOMICA 3350 NONA PEPA,,,
60.01.12.001,60.01.12.001,,,,ARTES,,,
029353904,61004382,,,,MSS CLINICAL DRY CREMA TAPAX9GRX1U BONIF,,,
052068062,052068062,,,,1 CAT AD 1KG + 1 STERILIZADO GTS 1 PRO PLAN AD 1 KG,,,
2813298B01,2813298B01,,,,3 DOG CHOW ADU T/TMÑOS ALTA PROTEINAX2KGX6U GTS 1 DOG CHOW HUMEDOS (5X100GR),,,
052083001,12361149,,,,BEGGIN STRIPS BACON BEEF 6OZX6U,,,
61.01.06.001,61.01.06.001,,,,MATERIAL DE PASTA,,,
037005020,4980,,,,OF 1 PILA AA EVERD CARX1RX10P GTS 1FAB MANZ 200CC,,,
052072901,12478991,,,,DOG CHOW CACH POLLOX100GRX20U MAQUILADO BONIF,,,
21.03.01.002,21.03.01.002,,,,TARTARA LA HUERTA 500G DOYPACK,,,
029067086,61012620,,,,(12%) SUAVITEL NATURALSX400MLX24U,,,
003036001,110,,,,SPAGUETTI CURVO ESPECIALIDADES X500GRX24UN P.E,,,
052111003,12314896,,,,LADRINA CAR/VEGT 2KGX6U GTS LADR CAR/VEG 1K,,,
069330004,069330004,,,,TAT 6 LIQ DERSA MANZ400ML GTS 1 JABON REYX300GR,,,
60.03.02.010,60.03.02.010,,,,EMPAQUE RISTRA ACEITE SACHET 50 ML HUERTA SHALOM,,,
029911002,CO01876A,,,,J. PALM POME GRX120GRX72U BONIF (P6 LL7),,,
80.01.01.003,80.01.01.003,,,,UHT MILK POUCH 400CC,,,
003659900,003659900,,,,BONIF MAYONESA NAPOLI AMERICANA SABOR ORIGINALX200GRX60U,,,
071236024,145419,,,,TAT - PÑ WINNY ULTSEC ET4X4DPX50U GTS 01 LIMPIDO,,,
9901001B00,9901001B00,,,,BONIFICACION IVA,,,
074905,2101,,,,*KETCHUP HEINZ DP 397GX24U BONIF*,,,
015016,1032207708,,,,SPA LINE EXFOLIANTE MORA-YOGURTX250MLX12UN,,,
076061,190101006,,,,ACEITE PALMA DOÑA PEPA 900MLX12U,,,
029207006,MX03092A,,,,JAB LIQ PALM NAT ALM&OMEGAX221MLX12U,,,
044036005,03200009,,,,VASO RUMBA WHISKY 10OZX30PX12U,,,
029364024,MX03064A,,,,LSS BARRA CLIN COMPL POWDERX45GX12U,,,
029109020,CO01974A,,,,3 AXION CREMA ALOEX450GRX8U,,,
91.01.05.03,91.01.05.03,,,,WHISKY OLD PAR 12 AÑOS *750ML,,,
70.11.12.002,70.11.12.002,,,,ETIQUETA  GLASSES FRESA 1000 GRANNY,,,
052374001,12352967,,,,PRO PLAN SENSITIVE SKIN PIEL ADU DOG R/PEQX7.5KG,,,
066096,15522100,,,,ESCUADRA DE 60ºX32CM *1UND,,,
70.10.06.019,70.10.06.019,,,,ETIQUETA DE ACEITE EXTRA VIRGEN NAPOLI  VIDR 125 ML,,,
018790201,018790201,,,,6 UND SURT 200 ML GTS 1 SUAVIZANTE LIMPIA YA 200ML,,,
019033,03276,,,,GOMAS PLAY BY TROLLI OSOS 1CJX24DX10U,,,
074001002,1001,,,,(31.8) COLADO MANZANA HEINZ 113GX24U,,,
029197037,CO01874A,,,,(13.70%) JABON PALM ALOE OLIVAX120GRX72U,,,
2843117A00,12454742,,,,PRO PLAN ADULT R/MED P13KG LL15KG,,,
029396001,MX01910B,,,,LSS AERO POWDER FRESHX100GRX12U,,,
029082901,61005266,,,,SUAVITEL ORQUIDEA LAVANDAX360X24U BONIF,,,
1328017B08,635000,,,,MM PG 12 LIMPIDO LIMON 460 GTS 1 LIMP REG 460 ML,,,
PRUEBA COMBO,PRUEBA COMBO,,,,COMBO,,,
052999048,052999048,,,,APOYO ALPO ,,,
18.04.01.010,18.04.01.010,,,,MARGARINA 500 GR NONA PEPA,,,
018215,419500008,,,,ESCOBA ETERNA BASICA CERD/SUAVEX12U,,,
2207018A00,200201002,,,,GLASSE GRANNY FRESA 1000GRX18U,,,
9943033A00,4001,,,,MARC PERM SHARPIE AZUL FINO 24DX12U,,,
3401066B01,110402017,,,,1 DISPLAY * 12 U MAYONESA 90 GR + 6 ACEITES SOYA 110 ML NONA PEPA,,,
078021,100192633,,,,MAYONESA 3700G PREMIUN MI ALEGRIAX4U,,,
029187,CO01792A,,,,FABULOSO ALT CLORO DPACKX200CCX72U,,,
029197013,CO01876A,,,,(9%) JABON PALM POMEGRANADAX120GRX72U,,,
074021016,3000,,,,(P.E) (ABR21) MAYONESA HEINZ 200GX24U,,,
052999039,052999039,,,,DUELO DE GIGANTES FEBRERO 2022,,,
029200005,029200005,,,,TAT1 -  P5 LL6 JABON PALMOLIVE SURT 120GR,,,
3401051A00,3401051A00,,,,MAYONESA 3600 G  PREMIUM ROSSI TARROX 4 UND,,,
029351016,CO01537A,,,,(7.5%) SS ACTIVE CREAMX13.5GRX24D,,,
70.09.03.004,70.09.03.004,,,,ETIQUETA ACEITE 5000 SOYA NORSAN,,,
029195254,61030381,,,,(15.80%) FABULOSO FLORALX180MLX72U,,,
24.01.01.014,24.01.01.014,,,,COMBO - 04 MAY AMER 200GR + 04 TOM 250GR + 04 MARGARINAS 200GR GRATIS 03 ACEITES SOYA 110ML,,,
073051004,1003418,,,,EXTRACTO DE ALMENDRAS BADIA 59MLX12U P.E,,,
4001020B04,81000341,,,,PG 1 SUPREMO NATURAL 240GR GTS 1 SUPREMO NATURAL 340GR,,,
70.04.02.002,70.04.02.002,,,,ETIQUETA ROSADA 400 CLASICA LA HUERTA,,,
20.03.05.001,20.03.05.001,,,,GLASSE SONRISAS YERMAN KIWI 500 GRS,,,
2825001A00,12371587,,,,LADRINA CARNE PARR VGTALX400GX20U,,,
069269,069269,,,,8 DETG AS FLORAL 500GR GTS 1 LAVA TOP 180ML,,,
019011007,05024,,,,MEGA FRUNAS ORIGINAL X20DX24U,,,
019084,03990,,,,MECHAS LOCAS MINIONS SRTDX10DX6U,,,
018786008,472108074,,,,MM 24UND LAVALOZA C/LIMON LIMPIA YA 450MLX GTS LIQ LIMONX500,,,
70.01.06.009,70.01.06.009,,,,ETIQUETA MAYONESA ECONOMICA*1000  LOS PINOS,,,
052069056,12291547,,,,CAT CHOW ADUL/ACTI CARNE FDX8KGX1BT,,,
044071,00002,,,,PAPEL ALUMINIO RPTO DOMX16MTSX30U,,,
029422001,CO01799A,,,,CDC KIDS GEL SURTX50CCX72U,,,
029180902,FCO22514A,,,,FABULOSO LAVANDA X500CCX24U BONIF,,,
006202,02357,,,,CERA BRILLO INSTANTANEOX1800X12U,,,
19.01.01.013,19.01.01.013,,,,ACEITE 18000 ML PALMA NONA PEPA,,,
2813189B05,12521336,,,,PG 3 LL 4 DOG CHOW ADUL R/PEQ 350GR,,,
029197904,CO01879A,,,,J. PALM AVENA AZUCAR MORENAX120GRX72U BONIF,,,
052960005,052960005,,,,SSM MAY GATSY PESCADOX17G+2 DOG CHOW350+,,,
074006004,1007,,,,(30) COLADO MANGO HEINZ 113GX24U,,,
50.11.09.001,50.11.09.001,,,,BLANCO BASE PE CCBL39 MASTERBATCH QUIMICOPLASTICO,,,
70.04.01.005,70.04.01.005,,,,ETIQUETA ROSADA ECONOMICA NONA PEPA,,,
029403041,MX03107A,,,,CDC LUMINOUS WHITE ADVAN EXPERTX70GX12U,,,
018011,018011,,,,BONIF ETERNA X COMPRA EN DOYPACK 10 UND 180-200ML,,,
052999131,052999131,,,,AFICHE DOG CHOW EXTRA LIFE MAXIMIZA SU CALIDAD DE VIDA,,,
003254002,1000210725,,,,(P.E) MACARRONCITO PREMIUMX250GX24U,,,
3401028B06,3401028B06,,,,(2%) 3 MAYONESA PREMIUM 3350G + 3 MOSTAZA CLASICA 4000G,,,
069264005,069264005,,,,TAT 6UND AS VINAGRE LIMON500GR GTS 1 JAB REY 300GR,,,
071402902,635000,,,,LIMPIDO LIMONX460MLX24U BONIF,,,
20.03.01.002,20.03.01.002,,,,GLASSE SONRISAS YERMAN FRESA 1000 GRS,,,
071014001,701675,,,,VITA C+ZINC MK TBMT FRESAX500MGX1DPX50U,,,
009100,00551,,,,DETERGENTE ULTREX LIMONX5000GRX4U,,,
029418005,MX06122A,,,,(EMP) CDC MAX WHITE CRYSTAL MINT 180MLX48U,,,
240101029,240101029,,,,COMBO - MARGARINA 400GR+ ROSADA 200GR NONA PEPA,,,
003257005,117,,,,OF CORBATA MINI PREMIUMX250GX24U,,,
029220002,CO01852A,,,,(P.E) MM JABON PROTEX OMEGA3 X120GX72U,,,
60.03.07.003,60.03.07.003,,,,CAJA CARTON AREQUIPE 900 BOXCARTON SAS,,,
60.03.02.029,60.03.02.029,,,,EMPAQUE  MAYONESA X8GNP ROLLOS,,,
2210013B01,190902003,,,,1.5% P.E ACEITE DE PALMA NAPOLI 2000MLX6U,,,
029189008,CO01101A,,,,FABULOSO LAVANDA DPACKX200CCX72U,,,
044049018,00102,,,,CUCHARA GDE BCA DOMINGOX40PX25 P.E,,,
074015009,2105,,,,KETCHUP HEINZ DPACK 200GX24U P.E (*),,,
240101022,240101022,,,,COMBO - BIPACK MARGARINA 400GR + MARGARINA 200GR NONA PEPA,,,
029220128,029220128,,,,PPACK TAT - P30 LL34  PROTEX SURTIDO 120G,,,
003208,17008,,,,FIDEO FINO TRADICIONAL GRANNYX250X24,,,
073006,1003072,,,,ALBAHACA BADIA 14GRX12U,,,
70.22.01.010,70.22.01.010,,,,ETIQUETA QUESO DOBLE CREMA BLOQUE 420GR - CALDEFLEXO,,,
018874,450101612,,,,GUANTE ETERNA CORTO LATEX NEGRO T/MX20U,,,
2801081A00,12380971,,,,FELIX PAVO TROC QUESO X156GX24U,,,
052069049,12425713,,,,RISTRA 3 DCHOW 100G+3 FELIX 85G SURTX26OF,,,
044041,01900301,,,,PLATO MED DOMINGO BCOX80PX20U,,,
70.02.09.004,70.02.09.004,,,,ETIQUETA TOMATE LA ECONOMICA NONA PEPA 4000 GR,,,
071033001,161495,,,,NORAVER PAST CEREZAX10+BDIAX3SOB,,,
1622089A00,210004965,,,,BIANCHI CHOCOSNACK SURTX48GX18U,,,
069160001,61702,,,,MAQUITOP ULTRA X1000GRX20U,,,
1601045B02,310007634,,,,BONIF BARRILETEX18DX40U,,,
052901002,12278597,,,,PRO PLAN ADULT DOG COMPLETE 6UX3KG BONIF,,,
029070011,CO01487A,,,,2 SOF SUAV AROMA INT EXPL PRIMAVX970MLX6U,,,
003155009,1020315294,,,,PASTA FIDEO FINO GRANNY X1000GX12U P.E,,,
3107019B03,7899,,,,17% TAT TROLLI PINTOSOS 6UX49.5G,,,
1610085B02,210005005,,,,PREPACK 1CJ FAV GTS 2 FRESITAS 90GR,,,
00.00.01.028,00.00.01.028,,,,TRASLADO DE TANQUE ALMACENAMIENTO ACEITE,,,
60.05.01.001,60.05.01.001,,,,PRECINTO DE SEGURIDAD MAYONESA FLEXOLABEL,,,
071222001,115942,,,,PÑ WINNY SENSGOLD ET2X6DPX32U+TOAX20U AV,,,
029197031,CO01879A,,,,(13.70%) MM JAB PALM AVE AZU MORX120GRX72U,,,
60.01.07.001,60.01.07.001,,,,ENVASE BALDE 5KL GLASSE VIDRIOPLAS,,,
50.13.01.002,50.13.01.002,,,,SALSA DE PULPA DE CIRUELA 100 G TECNAS,,,
069007002,4240,,,,P.E DETERGENTE AS BICARB+JAB REY X500GRX40U,,,
003137,21006,,,,CONCHA NAPOLI X1000GRX15U,,,
074042,074042,,,,(PP) MOSTAZA HEINZ YELLOW MUSTARD PET 17.5OZX12U,,,
052999050,052999050,,,,GIMNASIO CAT CHOW,,,
052027001,052027001,,,,TAT GATSY PESCADOPG 15K 17KG+2 DOG CHOW R/PEQ+1DOG CHOW 475,,,
075205002,02030505,,,,P.E HARINA AREPA REPA BLANCA 1000GRX20U,,,
009136,00471,,,,DETERG. ULTREX LIMONX20KX1U,,,
029344014,61007001,,,,(P.E) DES MSS XTREME NIGHT PRACTICREMAX30GX36U,,,
60.05.01.012,60.05.01.012,,,,ROLLO DE DULCE LECHE SURTILIDER X30G  EPIFLEX,,,
029220082,CO01851A,,,,(11.70%) JABON PROTEX COMPLETE12 X120GX72U,,,
60.07.01.004,60.07.01.004,,,,FOIL 115.6 BSFYP 86.2,,,
019060,03595,,,,K-BZOON XL PINTALENGUASX8DX48U,,,
70.10.06.015,70.10.06.015,,,,ETIQUETA DE ACEITE EXTRA VIRGEN NAPOLI  VIDR 1000 ML,,,
029994001,CO01444ASUAV,,,,2 SUAV MANZ F/ROJO(1 430ML+1 210ML) BONIF (P15 LL17),,,
240101034,240101034,,,,COMBO - MAYONESA GOURMET 450GR+MARGARINA 200GR NONA PEPA,,,
1319010B02,80589,,,,MM 3 TALCO YODORA POLVOX120G (8%),,,
029180005,CO01756B,,,,FABULOSO ALTER CLORO X1000CCX12U,,,
071500,718028,,,,CINTA COLBON EMPAQUE 48MMX30MX1BOLX6ROL,,,
074906,1007,,,,(FC27) KETCHUP HEINZ PET 1077G 38.OZX12U BONIF,,,
029185010,029185010,,,,PPK 2 TAT- P11 LL13 FABULOSO DPACKX200CC + 03 SACHET 40ML,,,
029068908,61020298,,,,SUAVITEL FRESA&CHOCO X180MLX56U BONIF,,,
052058011,052058011,,,,2 PROPLAN ADULT DIG SENSIBLE3.5KG (15%),,,
029109038,CO02002A,,,,(10%) AXION CREMA LIMON 850GR X12U,,,
074009011,1501,,,,SIXPACK COLADO SURTIDOX113GX4OF (FC),,,
074043002,5006,,,,(MAR21) MOSTAZA HEINZ YELLOW MUSTARD PET 396GX12U,,,
70.10.03.006,70.10.03.006,,,,ETIQUETA ACEITE DE PALMA NORSAN 2000 ML,,,
3425065B01,190102014,,,,1.5% P.E ACEITE PALMA 3000 ML X 6 UND,,,
071400059,071400059,,,,TAT 4 L/REGULARX460ML+3 LIM R/COLORX450ML GTS 1 DERSA 125GR,,,
80.01.04.013,80.01.04.013,,,,BOMBONERA LECHE COND SSHUP 15GX100,,,
018872001,414100041,,,,GUANTE VINILO TRANSP T/M X1DPX100U,,,
029068011,61002718,,,,TAT SUAVITEL FRESA&CHOCO X200MLX48U,,,
